"","carat","cut","color","clarity","depth","table","price","x","y","z"
"53192",0.51,"Very Good","F","VVS2",60.3,55,2633,5.22,5.26,3.16
"4547",1,"Good","H","SI2",63.8,57,3640,6.32,6.28,4.02
"51940",0.72,"Very Good","I","VS1",63.8,59,2441,5.63,5.71,3.62
"28526",0.31,"Very Good","F","VS1",61.2,55,675,4.35,4.37,2.67
"12292",1.23,"Ideal","J","VS2",61.5,57,5217,6.9,6.95,4.26
"31230",0.31,"Ideal","E","VS2",62,56,756,4.38,4.36,2.71
"53362",0.7,"Ideal","F","VS2",61.6,57,2657,5.76,5.71,3.53
"33490",0.32,"Ideal","F","VS2",62.3,56,828,4.4,4.37,2.73
"2668",0.89,"Very Good","I","VS2",63.1,55,3238,6.09,6.17,3.87
"51382",0.7,"Good","G","VS2",62.1,61,2367,5.68,5.69,3.53
"52567",0.7,"Premium","I","VVS1",62.9,58,2536,5.67,5.65,3.56
"44477",0.51,"Ideal","G","VS1",61.3,55.7,1595,5.15,5.18,3.16
"6852",1,"Very Good","I","SI1",63,58,4125,6.3,6.33,3.98
"26301",1.72,"Premium","G","VS2",61.1,58,15801,7.69,7.73,4.71
"36682",0.4,"Very Good","F","VS1",62,56,951,4.71,4.73,2.92
"36033",0.41,"Premium","G","SI1",60.3,59,923,4.79,4.76,2.88
"30313",0.4,"Ideal","D","SI1",61.3,56,726,4.75,4.78,2.92
"53564",0.71,"Very Good","H","VVS2",63,56,2695,5.63,5.68,3.56
"36521",0.42,"Ideal","G","SI1",62.9,54,945,4.81,4.79,3.02
"31678",0.26,"Premium","E","VVS1",61.7,59,769,4.14,4.1,2.54
"2634",0.7,"Ideal","D","VS1",62.9,57,3229,5.67,5.61,3.55
"28680",0.24,"Ideal","E","VVS1",61.4,57,678,3.99,4.03,2.46
"43215",0.51,"Ideal","H","VS2",62.9,57,1397,5.07,5.1,3.2
"30241",0.4,"Good","F","VS2",64.1,56,723,4.65,4.71,3
"12064",1.08,"Ideal","H","SI1",59.7,60,5154,6.71,6.69,4
"21224",1.2,"Premium","F","VS1",61.6,61,9370,6.86,6.81,4.21
"49473",0.68,"Very Good","G","VS1",60.7,58,2114,5.68,5.75,3.47
"39466",0.53,"Very Good","G","SI2",63.4,55,1079,5.1,5.19,3.26
"28665",0.31,"Ideal","G","VVS2",62.1,54,677,4.37,4.39,2.72
"21475",1.32,"Ideal","H","VVS1",62.1,55,9572,6.98,7.03,4.35
"375",0.81,"Premium","D","SI2",59.2,57,2809,6.15,6.05,3.61
"4919",0.7,"Ideal","G","VVS2",61.6,57,3725,5.74,5.71,3.53
"19527",1.5,"Good","I","SI1",62.9,60,8161,7.12,7.16,4.49
"35706",0.3,"Ideal","D","VS2",62,56,911,4.35,4.33,2.69
"39958",0.33,"Ideal","D","SI2",61.3,56,492,4.45,4.49,2.74
"12161",1.07,"Premium","G","VS2",59.8,58,5177,6.67,6.63,3.98
"33413",0.32,"Good","F","VS2",63.6,57,828,4.37,4.34,2.77
"10411",1.06,"Ideal","G","SI2",62.2,56,4778,6.55,6.48,4.05
"16885",1.01,"Very Good","D","VS2",62.9,58,6738,6.35,6.41,4.01
"32069",0.33,"Ideal","D","SI1",62.4,54,780,4.44,4.41,2.76
"25871",1.8,"Ideal","I","VS1",62.4,54,14959,7.77,7.8,4.86
"41476",0.5,"Premium","F","SI1",61.7,57,1231,5.09,5.06,3.13
"6171",0.9,"Fair","F","VS2",58.9,67,3992,6.18,6.17,3.64
"39188",0.5,"Premium","E","SI2",59.7,59,1063,5.18,5.11,3.07
"41654",0.58,"Very Good","H","SI1",62.1,55,1239,5.35,5.38,3.33
"52557",0.7,"Premium","G","VS1",62.8,57,2535,5.67,5.64,3.55
"51156",0.62,"Ideal","F","VS1",61.9,55,2344,5.46,5.19,3.39
"10090",1.02,"Good","E","SI2",63.4,57,4712,6.41,6.43,4.07
"49479",0.61,"Ideal","E","VS2",59.7,57,2115,5.57,5.52,3.31
"14622",1.5,"Very Good","J","SI2",58.7,60,5902,7.46,7.54,4.4
"35206",0.44,"Very Good","J","VS1",63.2,57,891,4.86,4.82,3.06
"18674",1.41,"Very Good","J","VS1",59.4,59,7636,7.34,7.38,4.37
"7539",1.09,"Very Good","D","SI2",59.2,63,4244,6.67,6.71,3.96
"41928",0.4,"Premium","D","VVS2",60.4,59,1263,4.76,4.77,2.88
"51847",0.7,"Premium","F","SI1",62.9,59,2423,5.67,5.62,3.55
"32474",0.33,"Very Good","G","VVS1",61.2,57,795,4.4,4.44,2.71
"2911",0.89,"Good","E","SI2",61.6,60.9,3284,6.13,6.24,3.82
"13757",1.2,"Very Good","G","SI1",63,57,5607,6.7,6.75,4.24
"322",0.71,"Good","F","VS2",63.8,58,2801,5.64,5.61,3.59
"40335",0.4,"Very Good","D","VVS2",62,61,1128,4.7,4.72,2.92
"47900",0.54,"Ideal","G","VVS2",61.7,57,1914,5.23,5.26,3.23
"37252",0.4,"Ideal","G","VVS1",61.3,56,977,4.74,4.75,2.91
"48449",0.7,"Fair","F","SI1",65.3,54,1974,5.58,5.54,3.63
"44801",0.5,"Premium","E","VS2",62.3,60,1624,5.05,5.09,3.16
"32905",0.33,"Premium","G","VVS1",61.5,59,810,4.42,4.46,2.73
"44868",0.5,"Ideal","D","VS2",62,56,1628,5.1,5.13,3.17
"14523",1,"Good","F","VS2",64,59,5864,6.29,6.25,4.03
"30595",0.31,"Ideal","D","VS2",62,55,734,4.36,4.38,2.71
"52670",0.8,"Ideal","G","VS2",60.1,57,2550,6.05,6.02,3.63
"39969",0.4,"Ideal","E","VVS2",62.5,54,1106,4.73,4.77,2.97
"25399",1.52,"Premium","G","VVS2",62.1,58,14105,7.4,7.31,4.57
"10425",1.24,"Ideal","J","SI2",60.1,57,4783,7.02,6.98,4.21
"8285",0.76,"Ideal","E","VVS1",61.8,54,4382,5.9,5.87,3.64
"2883",0.91,"Fair","H","SI1",65.3,62,3278,6.11,6.01,3.96
"38082",0.3,"Premium","E","VVS2",61.4,58,1013,4.28,4.25,2.62
"17611",1.24,"Premium","H","VS1",62.2,59,7092,6.83,6.9,4.27
"42057",0.61,"Ideal","F","SI2",61,56,1270,5.48,5.53,3.36
"2202",0.7,"Ideal","G","VS1",61.2,57,3140,5.7,5.74,3.5
"29262",0.31,"Premium","G","VS2",61,56,698,4.37,4.35,2.66
"19508",1.6,"Ideal","J","SI1",62.2,55,8138,7.46,7.53,4.66
"34146",0.33,"Ideal","H","VVS2",62.2,56,854,4.46,4.44,2.77
"3024",0.73,"Premium","D","VS2",59.8,58,3308,5.85,5.89,3.51
"12121",0.91,"Premium","D","VS2",62,58,5167,6.2,6.15,3.83
"5369",0.79,"Ideal","D","VS2",61.3,57,3818,5.95,6,3.66
"2444",0.9,"Fair","E","SI2",57.5,68,3187,6.37,6.33,3.65
"40500",0.42,"Premium","H","VVS1",62,58,1142,4.82,4.79,2.98
"45542",0.51,"Ideal","F","VS2",62.9,55,1687,5.12,5.08,3.21
"30517",0.31,"Very Good","D","SI1",63.5,55,732,4.3,4.27,2.72
"10216",1.26,"Ideal","J","SI2",62.5,53,4742,6.9,6.86,4.3
"53361",0.7,"Premium","G","VS2",60.9,60,2657,5.72,5.68,3.47
"50143",0.6,"Premium","D","VS2",59.6,59,2214,5.53,5.47,3.28
"17161",1.09,"Ideal","E","SI2",62.7,55.9,6852,6.52,6.58,4.11
"21058",0.31,"Ideal","F","VS2",62.3,55,625,4.35,4.38,2.72
"11136",1,"Premium","F","SI1",59.3,60,4939,6.61,6.57,3.91
"7870",0.9,"Very Good","G","VS2",63.1,56,4309,6.14,6.04,3.84
"1864",0.78,"Ideal","E","SI1",62.7,55,3067,5.87,5.9,3.69
"15446",1.53,"Premium","G","I1",62.8,58,6183,7.39,7.28,4.61
"48515",0.58,"Ideal","G","VS1",62.6,54,1984,5.34,5.3,3.33
"4842",0.92,"Premium","H","SI1",59,59,3709,6.36,6.31,3.74
"34704",0.31,"Ideal","F","IF",62.3,57,874,4.3,4.34,2.69
"907",0.7,"Good","F","VS1",59.1,62,2877,5.82,5.86,3.44
"5928",0.92,"Ideal","E","SI2",62.1,53,3941,6.25,6.22,3.87
"44639",0.51,"Ideal","E","VS2",62.1,54,1608,5.13,5.15,3.19
"36411",0.31,"Ideal","E","VS1",61.6,56,942,4.38,4.35,2.69
"18493",1.1,"Ideal","G","VS1",61.9,55,7528,6.59,6.63,4.09
"28025",0.3,"Ideal","E","VS2",62.6,56,658,4.29,4.33,2.7
"1040",0.74,"Very Good","D","VS2",62.4,57,2906,5.74,5.8,3.6
"37322",0.32,"Premium","H","IF",61.8,58,979,4.39,4.35,2.7
"14330",1.03,"Ideal","D","SI1",61,57,5804,6.48,6.53,3.97
"50571",0.73,"Ideal","G","SI1",61.6,57,2278,5.81,5.79,3.57
"53327",0.72,"Ideal","I","VVS1",61.3,57,2654,5.75,5.77,3.53
"16279",1.51,"Good","J","SI1",64.1,61,6511,7.19,7.16,4.6
"17634",1.15,"Ideal","H","SI1",61.6,55,7100,6.74,6.79,4.17
"30150",0.32,"Very Good","E","SI1",63.4,55,720,4.36,4.35,2.76
"39764",0.36,"Ideal","E","VS1",62,56,1094,4.59,4.57,2.84
"40791",0.31,"Ideal","F","IF",61,56,1168,4.38,4.41,2.68
"17035",0.9,"Good","E","IF",63.6,56,6804,6.11,6.02,3.86
"14739",1,"Ideal","E","SI1",62.9,56,5935,6.33,6.38,4
"21365",0.3,"Ideal","H","VS2",61.4,56,626,4.33,4.36,2.67
"2949",1.01,"Fair","E","SI2",64.6,59,3294,6.22,6.18,4.01
"201",0.7,"Very Good","E","SI1",59.9,63,2777,5.76,5.7,3.43
"44261",0.51,"Ideal","I","VVS2",60.6,56,1575,5.18,5.22,3.15
"47862",0.56,"Premium","D","VS2",61.5,58,1910,5.28,5.33,3.26
"21656",1.22,"Premium","D","VS2",59.4,59,9756,6.99,6.92,4.13
"19589",1.52,"Premium","J","VS1",61.2,59,8216,7.36,7.39,4.51
"14184",1,"Ideal","D","SI1",62.7,56,5755,6.39,6.43,4.02
"50931",0.71,"Ideal","I","SI1",62,54,2319,5.72,5.75,3.55
"8688",1.03,"Ideal","I","SI1",60.7,60,4458,6.5,6.55,3.96
"31559",0.38,"Very Good","G","VS2",60.1,61,766,4.63,4.66,2.79
"23561",1.21,"Ideal","G","VVS1",61.5,56,11572,6.83,6.89,4.22
"32748",0.36,"Ideal","F","VS1",61.3,54,803,4.63,4.65,2.84
"14624",1.25,"Premium","H","VS2",61.9,58,5902,6.9,6.84,4.25
"52908",0.64,"Ideal","G","VVS2",60.7,57,2587,5.58,5.63,3.4
"699",0.82,"Premium","I","VS1",61.9,58,2853,5.99,5.97,3.7
"44108",0.51,"Ideal","G","VS2",60.7,56,1557,5.18,5.23,3.16
"35272",0.3,"Ideal","G","IF",61.4,57,895,4.33,4.37,2.67
"25872",1.62,"Premium","F","VS2",61.1,60,14961,7.57,7.56,4.62
"23790",1.7,"Premium","H","SI1",61.8,61,11848,7.59,7.52,4.67
"23126",1.77,"Ideal","J","VS1",62.2,56,11150,7.77,7.73,4.82
"50520",0.53,"Ideal","E","VVS2",62.2,54,2273,5.19,5.23,3.24
"49981",0.8,"Good","F","SI2",63.9,57,2189,5.86,5.84,3.74
"5985",1.01,"Very Good","J","SI1",58.9,59,3952,6.56,6.62,3.88
"8830",1.02,"Ideal","E","SI2",63,57,4478,6.44,6.39,4.04
"47064",0.52,"Ideal","D","VS2",61.8,55,1822,5.16,5.19,3.2
"26049",2,"Very Good","I","SI1",58.5,58,15249,8.24,8.28,4.83
"44053",0.53,"Ideal","G","SI1",61.1,55,1549,5.24,5.26,3.21
"24738",1.51,"Very Good","F","VS2",63.2,56,13080,7.22,7.28,4.58
"51892",0.72,"Ideal","I","VS1",61.7,54.5,2430,5.77,5.8,3.57
"46953",0.3,"Very Good","I","VVS2",61.9,61,526,4.28,4.32,2.66
"27636",1.04,"Very Good","D","IF",61.3,56,18542,6.53,6.55,4.01
"45880",0.57,"Ideal","D","VS2",60.3,57,1718,5.42,5.4,3.26
"49754",0.72,"Very Good","F","SI2",60.4,59,2158,5.8,5.83,3.51
"35799",0.39,"Very Good","E","VS1",62.5,58,914,4.67,4.7,2.93
"51035",0.8,"Very Good","I","SI2",60.7,56,2329,6.01,6.03,3.66
"53163",0.72,"Ideal","E","SI1",62,57,2626,5.7,5.75,3.55
"53735",0.77,"Premium","E","SI2",61.3,55,2723,5.9,5.85,3.6
"33401",0.36,"Ideal","E","VS1",62,55,828,4.58,4.6,2.85
"35580",0.35,"Ideal","F","VS2",62.4,57,906,4.51,4.5,2.81
"51229",0.7,"Good","H","VS2",59.1,65,2352,5.85,5.75,3.43
"30662",0.4,"Ideal","E","SI1",61.8,56,737,4.71,4.74,2.92
"39452",0.5,"Good","E","SI2",63.7,55,1077,5.03,5.08,3.22
"48056",0.73,"Premium","I","SI2",62,57,1927,5.79,5.76,3.58
"22346",1.7,"Premium","I","VS2",61.9,56,10396,7.55,7.5,4.66
"52743",0.51,"Ideal","E","VVS2",62.4,59,2559,5.07,5.12,3.18
"19866",1.57,"Very Good","G","SI2",61.1,61,8419,7.43,7.46,4.55
"2543",0.75,"Very Good","E","VS2",62.8,55,3206,5.77,5.79,3.63
"3865",0.9,"Premium","G","SI2",62.4,55,3478,6.17,6.13,3.84
"40340",0.39,"Premium","E","VVS2",61.1,59,1129,4.68,4.74,2.88
"11591",1.07,"Premium","F","SI1",61.7,58,5042,6.54,6.61,4.06
"8592",1.07,"Premium","H","SI1",62.9,61,4440,6.47,6.41,4.05
"26209",1.89,"Very Good","D","SI2",62.7,58,15594,7.75,7.81,4.88
"19671",1.1,"Ideal","F","VS1",61.7,57,8279,6.67,6.65,4.11
"32662",0.31,"Premium","H","VVS2",61.9,58,802,4.33,4.3,2.67
"22922",1.25,"Very Good","G","VVS1",60.6,60,10962,6.92,6.95,4.2
"51303",0.31,"Very Good","H","VS1",62.8,58,544,4.29,4.31,2.7
"11982",1.06,"Premium","F","SI1",61,58,5142,6.6,6.65,4.04
"1053",0.32,"Ideal","D","SI1",61.3,55,558,4.41,4.46,2.72
"29281",0.25,"Very Good","F","VS1",59.7,57,436,4.13,4.21,2.49
"50992",0.31,"Good","G","VS2",63.4,59,544,4.29,4.32,2.73
"50672",0.34,"Ideal","D","IF",62.1,57,2287,4.46,4.52,2.79
"15702",0.34,"Ideal","G","SI1",62.7,57,607,4.51,4.48,2.82
"6261",0.9,"Ideal","I","VVS2",61.9,55,4011,6.21,6.23,3.85
"7276",1,"Premium","I","SI1",60.5,59,4200,6.54,6.49,3.94
"45920",0.53,"Very Good","E","VS2",61.6,57,1721,5.18,5.21,3.2
"19297",1.22,"Ideal","H","VVS2",61.8,57,8014,6.85,6.89,4.25
"34783",0.4,"Ideal","H","VVS2",62.3,57,877,4.71,4.73,2.94
"18252",1.25,"Very Good","H","VS2",60.3,54,7414,7,7.03,4.23
"39604",0.31,"Ideal","H","SI1",62,53.9,491,4.35,4.39,2.7
"42693",0.54,"Good","H","VS2",63.2,55,1338,5.2,5.24,3.3
"28510",0.3,"Premium","F","VS2",58.8,60,673,4.41,4.37,2.58
"52062",0.75,"Good","E","SI2",63.8,55,2453,5.74,5.8,3.68
"49771",0.5,"Ideal","F","VVS2",62.2,54,2160,5.11,5.09,3.17
"25940",1.7,"Very Good","G","VS1",63.5,56,15102,7.64,7.53,4.82
"3533",0.91,"Very Good","H","SI2",58.4,63,3408,6.29,6.24,3.66
"11114",1.02,"Fair","H","SI1",56.9,58,4935,6.64,6.75,3.81
"48433",0.51,"Premium","G","VVS2",59.1,59,1974,5.21,5.18,3.07
"35296",0.3,"Ideal","I","VS1",62.5,57,473,4.29,4.32,2.69
"13377",0.26,"Very Good","D","VS2",59.6,63,420,4.13,4.16,2.47
"7303",1.2,"Premium","D","SI2",60.2,60,4203,6.94,6.81,4.14
"15207",1.01,"Premium","G","VS2",58.5,61,6108,6.57,6.52,3.83
"29535",0.3,"Very Good","F","VS1",60.9,63,704,4.26,4.31,2.61
"22599",1.5,"Very Good","H","VS1",63.4,59,10652,7.13,7.2,4.54
"41227",0.43,"Ideal","D","VS1",62.1,56,1207,4.85,4.87,3.02
"8859",1.08,"Very Good","H","SI2",63,59,4481,6.51,6.54,4.11
"27946",0.25,"Ideal","H","VS1",61.7,57,431,4.04,4.07,2.5
"1063",0.31,"Premium","H","SI1",62.7,58,558,4.34,4.31,2.71
"34662",0.31,"Ideal","E","VS2",62,55,872,4.35,4.33,2.69
"9366",0.32,"Good","D","SI1",63.1,57,589,4.37,4.38,2.76
"46457",0.54,"Ideal","H","VVS1",61.9,54,1774,5.22,5.25,3.24
"40636",0.41,"Premium","E","VS1",62,60,1153,4.78,4.74,2.95
"17202",0.9,"Very Good","D","VVS2",62.6,59,6872,6.11,6.15,3.84
"13085",1.04,"Ideal","H","VS2",59.3,57,5416,6.64,6.58,3.92
"11327",1.18,"Premium","G","SI2",60.5,60,4988,6.88,6.81,4.14
"32061",0.33,"Premium","D","SI1",60.3,58,780,4.49,4.47,2.7
"32717",0.31,"Premium","F","VS2",61.4,62,802,4.34,4.32,2.66
"14059",0.3,"Premium","G","VS1",61.8,59,605,4.34,4.37,2.69
"51569",0.7,"Ideal","I","VS2",62.3,54,2390,5.67,5.72,3.55
"9927",1.01,"Good","E","SI1",63.3,57,4692,6.33,6.37,4.02
"48957",0.7,"Very Good","H","SI1",63.3,58,2048,5.61,5.64,3.56
"45960",0.56,"Premium","D","SI1",61.4,58,1723,5.29,5.33,3.26
"48246",0.69,"Good","F","SI1",58.4,61.7,1951,5.75,5.82,3.38
"25833",1.7,"Fair","G","VS2",64.5,58,14860,7.51,7.43,4.82
"13004",1.07,"Ideal","F","SI2",61.6,57,5405,6.56,6.53,4.03
"7489",1.06,"Ideal","G","SI2",62.5,55,4238,6.55,6.51,4.08
"45961",0.24,"Ideal","F","VVS2",61.7,59,526,4.01,4.03,2.48
"52679",0.75,"Very Good","D","SI2",63.3,58,2551,5.76,5.8,3.66
"48244",0.58,"Ideal","G","VS2",61.1,55,1951,5.42,5.38,3.3
"12087",1.44,"Premium","E","I1",61.1,62,5161,7.23,7.15,4.39
"8983",1.19,"Ideal","J","SI2",61.7,56,4508,6.8,6.85,4.21
"27047",0.32,"Very Good","H","VVS2",62.9,57,645,4.36,4.39,2.75
"43856",0.55,"Ideal","G","VS2",62.4,56,1448,5.23,5.25,3.27
"33495",0.32,"Premium","F","VS2",62.1,59,828,4.41,4.35,2.72
"9971",1,"Good","H","SI1",63.7,60,4702,6.3,6.33,4.02
"41451",0.4,"Ideal","G","IF",61.2,56,1229,4.76,4.81,2.93
"34443",0.31,"Ideal","E","VVS2",61.3,55,864,4.34,4.37,2.67
"46191",0.52,"Ideal","H","VVS2",61,57,1749,5.16,5.2,3.16
"7746",1.07,"Premium","G","SI2",59.8,60,4278,6.7,6.65,3.99
"10663",0.9,"Ideal","H","VVS2",62,57,4838,6.2,6.15,3.83
"47121",0.52,"Premium","D","VS2",59.4,61,1828,5.24,5.23,3.11
"27443",2,"Good","F","SI1",62.8,62,18069,8,8.03,5.03
"42600",0.5,"Good","E","SI1",58.5,59,1331,5.2,5.23,3.05
"694",0.71,"Premium","F","VS2",62.6,58,2853,5.67,5.7,3.56
"31563",0.38,"Premium","G","VS2",59.3,59,766,4.71,4.74,2.8
"4550",0.71,"Premium","G","IF",62,58,3642,5.67,5.72,3.53
"3097",0.73,"Ideal","D","VS2",61.8,54,3319,5.89,5.92,3.65
"3191",0.9,"Fair","E","SI2",64.5,57,3342,6.13,6.09,3.94
"27276",2,"Very Good","G","SI1",63,55,17724,7.96,8.1,5.06
"38741",0.4,"Very Good","H","IF",64,56,1044,4.66,4.69,2.99
"10771",1.13,"Premium","I","SI1",61.5,60,4854,6.72,6.68,4.12
"41223",0.43,"Ideal","G","VVS1",62,55,1207,4.82,4.85,3
"38716",0.53,"Ideal","J","SI1",61.4,56,1042,5.2,5.23,3.2
"41441",0.61,"Ideal","G","SI2",59.5,57,1228,5.55,5.51,3.29
"30097",0.32,"Ideal","H","VS1",61.5,57,720,4.42,4.4,2.71
"46003",0.57,"Ideal","G","VS2",61,55,1725,5.38,5.4,3.29
"41651",0.5,"Fair","D","SI1",64.6,61,1238,5.05,4.95,3.23
"28454",0.41,"Ideal","G","SI1",62.2,56,671,4.75,4.77,2.96
"1941",0.9,"Premium","E","SI2",59.5,61,3084,6.3,6.24,3.73
"3822",0.9,"Good","F","SI2",57.9,62,3470,6.23,6.35,3.64
"22480",1.21,"Ideal","F","VS1",61.8,56,10504,6.84,6.86,4.23
"1256",0.92,"Ideal","H","SI2",58.5,57,2947,6.37,6.34,3.72
"21385",0.34,"Premium","D","SI1",61.2,58,626,4.47,4.49,2.74
"43731",0.51,"Very Good","G","VS2",62.9,58,1438,5.06,5.11,3.2
"1050",0.72,"Ideal","E","SI1",62.6,56,2907,5.7,5.73,3.58
"51883",0.61,"Very Good","D","VS1",62.4,59.1,2429,5.42,5.45,3.39
"13466",1.27,"Very Good","J","VS2",62.7,58,5530,6.88,6.91,4.32
"31435",0.3,"Ideal","H","IF",62.1,57,764,4.29,4.31,2.67
"14385",0.3,"Ideal","H","VVS2",61.7,54,605,4.31,4.34,2.67
"48001",0.52,"Ideal","D","VS2",61.5,56,1919,5.19,5.15,3.18
"50340",0.64,"Premium","D","VS2",60.9,59,2243,5.6,5.63,3.42
"45565",0.52,"Ideal","G","VS1",62.3,55,1689,5.14,5.16,3.21
"20179",1.03,"Premium","E","VS1",62.8,58,8629,6.46,6.41,4.04
"37120",0.42,"Premium","D","SI1",60.2,57,970,4.89,4.85,2.93
"41977",0.55,"Good","H","SI1",63.6,55,1263,5.23,5.18,3.31
"18915",1,"Premium","G","VVS2",61.6,61,7762,6.38,6.35,3.92
"8395",0.37,"Good","H","VS2",63.1,55,584,4.59,4.63,2.91
"4441",1,"Good","J","SI1",59.5,61,3616,6.46,6.52,3.86
"24170",1.71,"Ideal","I","VS2",61.9,54,12342,7.65,7.75,4.77
"4623",0.91,"Ideal","E","SI1",60.7,56,3665,6.26,6.22,3.79
"33340",0.41,"Premium","G","VS2",60.8,59,827,4.78,4.8,2.91
"1528",1.02,"Fair","H","I1",61.5,60,2999,6.4,6.34,3.92
"19225",1.01,"Premium","E","VS1",60.8,59,7964,6.46,6.42,3.92
"9186",1.03,"Very Good","D","SI2",60.9,57,4545,6.53,6.55,3.98
"44751",0.51,"Ideal","F","VS2",59.2,56,1619,5.23,5.18,3.08
"8686",1.01,"Ideal","F","SI2",61.5,56,4458,6.42,6.49,3.97
"22574",1.51,"Premium","I","VVS2",61.1,60,10623,7.33,7.36,4.49
"14226",1.33,"Premium","I","SI2",62.3,59,5765,7.01,6.98,4.36
"53146",0.75,"Premium","G","SI1",59.1,59,2622,5.98,5.9,3.51
"51195",0.81,"Premium","J","VS1",61.7,61,2350,5.94,5.9,3.65
"50656",0.31,"Good","E","SI1",63.4,55,544,4.29,4.32,2.73
"38401",0.35,"Premium","H","VVS1",61.2,60,1024,4.54,4.51,2.77
"5221",1.2,"Premium","J","SI2",61.7,57,3782,6.85,6.79,4.21
"34947",0.3,"Good","H","SI2",63.2,55,378,4.26,4.29,2.7
"6030",1,"Fair","D","SI2",65,56,3965,6.27,6.23,4.06
"15655",1.22,"Very Good","G","SI1",63.4,57,6278,6.74,6.77,4.28
"41672",0.4,"Ideal","G","VS2",62,56,1240,4.73,4.78,2.95
"15885",1,"Premium","F","VS2",62.6,60,6352,6.29,6.37,3.96
"12301",1.09,"Premium","H","SI1",62.4,59,5219,6.53,6.48,4.06
"49094",0.62,"Ideal","D","SI1",62.2,55,2062,5.51,5.45,3.41
"52028",0.76,"Good","G","SI1",57.7,63,2447,6.05,5.97,3.47
"32078",0.33,"Ideal","D","VS2",62.1,54,781,4.43,4.46,2.76
"31772",0.32,"Premium","F","VS2",58.8,62,773,4.48,4.43,2.62
"50874",0.81,"Premium","H","SI2",61.6,62,2313,6,5.92,3.67
"46274",0.43,"Ideal","D","VVS1",61.9,54,1754,4.83,4.87,3
"37701",0.5,"Fair","F","SI1",66.5,59,994,5.01,4.91,3.3
"46220",0.5,"Good","E","VS2",63.8,54,1752,5.05,5.07,3.23
"6164",1,"Good","H","SI2",63.2,60,3991,6.27,6.33,3.98
"30103",0.32,"Very Good","H","VS1",63.1,57,720,4.37,4.34,2.75
"26939",1.5,"Very Good","E","VS1",59.5,61,16988,7.43,7.46,4.43
"2452",0.85,"Ideal","E","SI2",62.8,57,3189,6.06,6.01,3.79
"20538",1.56,"Ideal","I","SI1",61.4,56,8858,7.47,7.42,4.57
"13270",1,"Good","G","VS2",56.6,61,5484,6.65,6.61,3.75
"53242",0.59,"Ideal","E","VVS2",62,55,2643,5.36,5.41,3.34
"33083",0.32,"Premium","E","VVS1",60.8,59,814,4.43,4.45,2.7
"37700",0.48,"Good","F","SI1",59.3,64,994,5.13,5.1,3.03
"26866",1.62,"Ideal","F","VS1",61.3,56,16790,7.54,7.63,4.65
"5052",0.31,"Premium","H","SI1",62.4,60,573,4.34,4.32,2.7
"8971",0.9,"Very Good","F","VS2",63.2,58,4504,6.11,6.16,3.88
"9196",1.31,"Premium","H","SI2",61.7,59,4548,7.03,6.98,4.32
"31817",0.31,"Ideal","F","VVS2",61.5,56,775,4.35,4.37,2.68
"27696",0.4,"Ideal","G","SI2",62.1,57,648,4.72,4.75,2.94
"16181",1,"Premium","F","VS2",58.6,61,6468,6.53,6.5,3.82
"29793",0.3,"Premium","D","SI1",61,60,709,4.35,4.3,2.64
"49159",0.5,"Ideal","G","VVS1",62.2,56,2070,5.12,5.1,3.18
"17073",1.03,"Very Good","G","VS2",58.8,63,6806,6.7,6.61,3.91
"26734",1.62,"Ideal","E","VS2",61.4,57,16507,7.58,7.54,4.64
"49996",0.61,"Premium","G","VS1",62.7,57,2192,5.43,5.36,3.38
"53399",0.72,"Premium","E","SI1",63,56,2666,5.76,5.73,3.62
"11763",1.08,"Ideal","E","SI2",61.7,57,5080,6.6,6.55,4.06
"18706",0.27,"Very Good","F","VVS2",60.1,58,620,4.17,4.22,2.52
"6520",0.91,"Very Good","H","VS1",61.7,56,4066,6.22,6.25,3.85
"16126",1,"Good","E","VS2",60.6,65,6445,6.29,6.36,3.83
"8841",1.01,"Ideal","E","SI2",60.9,57,4479,6.47,6.51,3.95
"5791",1.02,"Premium","G","SI2",60.7,56,3904,6.56,6.51,3.97
"36747",0.33,"Ideal","F","VVS1",61.8,57,955,4.44,4.46,2.75
"34301",0.3,"Very Good","F","VVS1",58.1,61,858,4.39,4.42,2.56
"47448",0.53,"Ideal","D","VS2",61.2,56,1857,5.2,5.23,3.19
"15593",1.05,"Ideal","H","SI1",61.3,57,6255,6.51,6.54,4
"50087",0.72,"Very Good","H","VS1",62.8,56,2206,5.72,5.77,3.61
"50006",0.71,"Ideal","G","SI2",59.5,57,2194,5.86,5.78,3.46
"34831",0.3,"Premium","H","VVS1",63,58,878,4.25,4.22,2.67
"48701",0.54,"Premium","D","VS2",62.2,56,2009,5.27,5.21,3.26
"43924",0.28,"Ideal","H","VVS2",61.6,56,514,4.22,4.26,2.61
"900",1,"Fair","H","SI2",69.5,55,2875,6.17,6.1,4.26
"40511",0.45,"Good","F","VS1",58.6,62.2,1144,5,5.05,2.95
"17706",0.31,"Premium","H","VVS1",61.8,59,612,4.32,4.36,2.68
"43827",0.51,"Premium","E","SI1",60.3,56,1443,5.27,5.17,3.15
"22538",1.1,"Premium","E","VVS2",60.1,58,10577,6.76,6.69,4.04
"31363",0.42,"Very Good","H","SI1",58.6,61,761,4.92,4.95,2.89
"10058",0.31,"Ideal","F","VS2",61.8,53,591,4.36,4.38,2.7
